epoch,acc,loss,val_acc,val_loss
0,0.31223059171936374,1.8077511021614117,0.38279345176675433,1.6952417905801516
1,0.4175556232713099,1.5606678588298895,0.4498432602088487,1.5173369487458843
2,0.46418774764440335,1.4321449396373263,0.4440961337616866,1.520423516667458
3,0.502503592094848,1.3393658980031025,0.4073493556304079,1.6491287398197143
4,0.5108634127277925,1.2991067475153935,0.5348310693242084,1.2301284749513717
5,0.5293682239579559,1.2558557333267109,0.5419714385231627,1.194641077157223
6,0.539382592399633,1.2290908097338447,0.5226401950851296,1.275669641546238
7,0.5555362041150604,1.2030626865788414,0.5613026820027176,1.1910320147949824
8,0.5580180258372427,1.1869976603014736,0.524904214559387,1.2913482845639235
9,0.5618496103169335,1.1696920434604479,0.5550330895781309,1.1998289527896389
10,0.570819001161326,1.1472644926015443,0.5567746429815396,1.1982319767738376
11,0.579352984730179,1.1334095589870745,0.5501567398119123,1.1761579974442564
12,0.5809204510780943,1.1223600462326244,0.5804597701772254,1.1423124204899366
13,0.5847084948098586,1.1103306224361005,0.5766283524904214,1.1413518112322796
14,0.588540079257109,1.1020430463775406,0.579240682699339,1.1322503796607017
15,0.589889841941951,1.093300109227886,0.6020550331517986,1.0701738056178212
16,0.6003831584680821,1.078566230988271,0.5879484500174156,1.1057687496233801
17,0.5974659293613608,1.0760768073537443,0.6036224311878772,1.0672215874375304
18,0.6022118692166162,1.0647849388228858,0.5823754789272031,1.117135641882952
19,0.6070448904794867,1.0570365755902764,0.6071055381192599,1.0777388752565613
20,0.6023424913929196,1.0552509029792827,0.5619993034408965,1.1807413559182518
21,0.6077415421971687,1.0498353191177165,0.592302333681644,1.1066965867068783
22,0.6130970522768482,1.0424806409019791,0.6053639846535686,1.0841107762719397
23,0.6113554229826434,1.037037771828896,0.5895158481469183,1.102907141008181
24,0.6202812731543711,1.022058234256514,0.6102403344197873,1.0750708333169572
25,0.6217181172909473,1.0214509851745566,0.598397770790803,1.1015697348952418
26,0.6229372578280333,1.0174913743388623,0.5980494600976647,1.1059636434832751
27,0.6249401314982022,1.0121716700697692,0.5788923720581031,1.1429086574815532
28,0.6252884573648289,1.0062723584940598,0.6123301985993779,1.0656535402070102
29,0.6279009012879693,0.9982496782012938,0.6201671891949891,1.0395789209951802
30,0.6312099969365773,0.9966732722116232,0.6078021595885803,1.0651813963073258
31,0.6326903818755798,0.989128063608172,0.5994427028702178,1.098443734836844
32,0.6328645447738576,0.9909769904085625,0.6255660048555888,1.0294426980644766
33,0.6330387077344207,0.9798392574180999,0.6100661790109353,1.062374260731999
34,0.6366961292522507,0.9831357023746804,0.6151166840614404,1.0525815718184777
35,0.6374363216646569,0.9742676061659399,0.6320097527616907,1.0244887278745167
36,0.6362607219079377,0.9796617793082859,0.6201671891119455,1.0310454664227025
37,0.6437061871406629,0.9674319928412953,0.6179031696065467,1.0582980292053514
38,0.6421387207862596,0.9652565063024453,0.6030999652312135,1.105819352824943
39,0.6438368093273473,0.9592149582712455,0.6177290142807385,1.033237349609181
40,0.6423564244272733,0.9607076914074705,0.6173807035668392,1.0349455961820682
41,0.6436191056759527,0.959282157729114,0.6168582376101756,1.0585853019187526
42,0.6449253276180587,0.9540426834036436,0.6410658307210031,0.9864649838663817
43,0.6493229416144731,0.9491692954109009,0.6306165099060939,1.0189351019482296
44,0.6522401706718851,0.9420194193385384,0.6086729362695236,1.0825263406291152
45,0.6498454304027346,0.9464290513800055,0.6138975966665978,1.056391973978798
46,0.6503243784690218,0.9436098221581923,0.6288749564611633,1.015817662391543
47,0.6491487786785646,0.9385205505721305,0.6292232671543017,1.0145905463382452
48,0.655026777534827,0.9378404122191613,0.625043538898925,1.0825370832504357
49,0.6528062001950969,0.930965773016117,0.5802856147683734,1.1444193214873577
50,0.6568119475821487,0.930328159804192,0.609717868338558,1.082832303208285
51,0.659772717351154,0.917464762844352,0.6292232671127798,1.0655355955490622
52,0.6552009405031759,0.9244352166734793,0.6217345872310677,1.0279240238255467
53,0.6608176949769862,0.9196596918385533,0.6266109369350036,1.0436704396288057
54,0.6593373100276028,0.9202727826142927,0.6239986068195102,1.0343970477228088
55,0.6798014542838178,0.86625718239961,0.6523859282479972,0.9504036283459825
56,0.6862890234047303,0.8494895091276692,0.6562173458725182,0.950585456228306
57,0.6913832890591364,0.8390758497519731,0.6536050156739812,0.9516372490909115
58,0.6929942961562758,0.8326970224190107,0.6536050156532203,0.9552552646894731
59,0.6918186963930685,0.8313049348955623,0.6516893068409597,0.960327057878301
60,0.6925588888223437,0.8298582713641448,0.6586555207244862,0.9523880908149578
61,0.6947794662113832,0.8275042530832902,0.6556948798328108,0.9569135101279163
62,0.6972177471869365,0.8211040189447144,0.6529083943499875,0.9579556906775538
