oepoch,acc,loss,val_acc,val_loss
0,0.22699386503067484,2.0824495678299044,0.24390244556636345,1.954383530267855
1,0.1963190185877443,2.0091184984686916,0.26829268801503064,1.9838430358142387
2,0.24539877300613497,1.991974252864627,0.21951219548539416,2.2454464668180885
3,0.3067484662576687,1.9763450183751392,0.21951220166392443,1.9944199963313778
4,0.18404907975460122,1.9558489308035447,0.19512195194639811,2.4185548991691777
5,0.25766871183927803,1.9334937494956643,0.19512195158295514,2.1100808178506245
6,0.3067484662576687,1.8084254220950824,0.2682926832902722,2.144996009221891
7,0.2760736199975745,1.9695298854558745,0.19512195340016994,1.9870743547997824
8,0.34969325171657867,1.7774650202207039,0.21951219548539416,2.3605375173615246
9,0.2638036811644314,1.918173592514787,0.2439024393878332,2.114603638648987
10,0.3067484662576687,1.775617438591331,0.26829268310855076,2.0281562194591616
11,0.3865030676674989,1.695715836952069,0.268292685107487,1.9949254553492477
12,0.33128834374111854,1.7459596358925287,0.17073170731707318,2.130588031396633
13,0.3374233128834356,1.734440252824795,0.21951220166392443,2.30225685456904
14,0.33742331324910824,1.747310425606242,0.19512195158295514,2.3855131835472294
15,0.3619631903668854,1.768596184034289,0.19512195158295514,2.273576358469521
16,0.3680981598748751,1.764699463098327,0.17073170749879465,2.3398059403024067
17,0.32515337441596515,1.7368708622236193,0.19512195140123367,2.21303228052651
18,0.3374233128834356,1.7121440223389608,0.1951219570345995,2.1765039664943044
19,0.35582822122456836,1.6656552450788533,0.19512195140123367,2.1803990747870468
20,0.37423312901719213,1.6697500732047426,0.17073170768051613,2.3991152600544257
21,0.39263803699265226,1.6598932377399842,0.17073170749879465,2.3387299165493105
22,0.3190184052736481,1.7333559024553358,0.09756097851729975,2.52838113249802
23,0.38650306748466257,1.6914941386942484,0.14634146559529188,3.111721992492676
24,0.3558282208588957,1.6096128590999206,0.09756097851729975,2.4259206667179014
25,0.4417177915938793,1.6408078231694507,0.19512195158295514,2.8831460941128615
26,0.4294478529435725,1.5172539649565526,0.19512195158295514,2.8281867969326857
27,0.4785276075447995,1.5932759258644713,0.21951219548539416,2.745048767182885
28,0.4601226995693394,1.5288674685121313,0.21951220166392443,2.62219807432919
29,0.4539877300613497,1.515861695529493,0.2195121953036727,2.4848291873931885
30,0.45398773024418604,1.5574311742021993,0.2195121953036727,2.328482249887978
31,0.50920245398773,1.5198111651133905,0.19512195485394176,2.246051433609753
32,0.4601226995693394,1.5353322519115145,0.19512195140123367,2.1851223387369294
33,0.4846625768699529,1.5131909130541092,0.14634146359635564,2.181339798904047
34,0.44785276091903264,1.5618523907807706,0.17073170768051613,2.1804419785011104
35,0.47852760772763586,1.5013157056153186,0.1951219570345995,2.1674034813555276
36,0.49693251552025963,1.4965652892925987,0.1951219570345995,2.1560873214791463
37,0.496932515703096,1.4616237352230796,0.1951219570345995,2.17645072355503
38,0.5030674850282494,1.455146144504196,0.17073170768051613,2.2085965842735478
39,0.47239263840248247,1.4880956140763921,0.17073170768051613,2.248476865814953
40,0.55214723944664,1.450380873826384,0.17073170768051613,2.2804561010221156
41,0.4601226995693394,1.5019955883728215,0.19512195158295514,2.313613542696325
42,0.503067484845413,1.4256076915132487,0.19512195158295514,2.2927920294971003
43,0.4294478527607362,1.5241325676806865,0.17073170768051613,2.2411947134064465
44,0.4662576687116564,1.4770423780921047,0.14634146359635564,2.1941441501059185
45,0.49693251552025963,1.4716399900752342,0.17073170749879465,2.2077245712280273
46,0.4846625768699529,1.4623998279220487,0.19512195140123367,2.2418459915533298
47,0.49693251552025963,1.4690762151238377,0.17073170749879465,2.240137210706385
48,0.46625766889449277,1.4912586841115192,0.1219512196939166,2.2504760114158073
49,0.46625766907732913,1.462009500872138,0.19512195158295514,2.272985016427389
50,0.47239263821964617,1.4766609646791329,0.19512195158295514,2.234742025049721
51,0.4723926380368098,1.4866140927273803,0.1951219570345995,2.223021949209818
52,0.44171779141104295,1.476767224768188,0.19512195158295514,2.213740232514172
53,0.49693251552025963,1.4872466845015075,0.19512195158295514,2.206216753982916
54,0.45398773024418604,1.4576510234844464,0.1951219570345995,2.1954371493037153
55,0.4355828222687259,1.5038865358551587,0.19512195140123367,2.1902107610935118
56,0.4785276075447995,1.470847837032716,0.2195121953036727,2.183160002638654
57,0.5153374233128835,1.4501211445755753,0.2195121953036727,2.1813514581540736
58,0.5153374233128835,1.4221389059640148,0.2195121953036727,2.1792241712895835
59,0.4601226993865031,1.4755557855945423,0.2195121953036727,2.178633079296205
60,0.45398773042702234,1.4829015585542455,0.19512195140123367,2.176265239715576
61,0.48466257705278926,1.4359394867727362,0.19512195140123367,2.1713330396791783
62,0.4785276075447995,1.504165204756099,0.19512195140123367,2.1691859175519244
63,0.46012269975217573,1.470835199385333,0.19512195140123367,2.166927738887508
64,0.4846625768699529,1.442752021953372,0.19512195140123367,2.1597961914248582
65,0.47239263821964617,1.4394961668669812,0.1951219570345995,2.1574227170246405
66,0.5092024541705664,1.4557044893686026,0.19512195140123367,2.1600268061568095
67,0.5214723928208731,1.4380525613855,0.19512195140123367,2.1585417840538956
68,0.49693251552025963,1.473577443807403,0.1951219570345995,2.153783059701687
69,0.49693251552025963,1.4658544027000848,0.19512195140123367,2.149194374317076
70,0.4907975461951063,1.4553645103255664,0.19512195140123367,2.1490352153778076
71,0.5276073621460265,1.4316150344953946,0.19512195140123367,2.1432584495079228
72,0.5276073621460265,1.4452345349305977,0.19512195140123367,2.140810983936961
73,0.48466257668711654,1.4453075049113642,0.2195121953036727,2.1374446066414436
74,0.48466257668711654,1.4479459202362717,0.2195121953036727,2.132770689522348
75,0.49693251533742333,1.4699736899393467,0.2195121953036727,2.125933612265238
76,0.4907975463779426,1.4141649011453967,0.2195121953036727,2.125980598170583
77,0.45398773042702234,1.4864980523571647,0.2195121953036727,2.125283055189179
78,0.4907975461951063,1.4724828655734383,0.2195121953036727,2.1276001523180708
79,0.45398773024418604,1.4701949460374797,0.2195121953036727,2.128013354976003
80,0.5092024541705664,1.4618253693258836,0.2195121953036727,2.1274028173307094
81,0.4907975461951063,1.4583664284161995,0.21951220166392443,2.1297735528248114
82,0.4907975463779426,1.4535279076523575,0.21951220166392443,2.1283804120087044
83,0.4907975463779426,1.4280910652839334,0.21951220166392443,2.1276897657208327
84,0.4355828222687259,1.4467254599179227,0.2195121953036727,2.128017047556435
85,0.4601226995693394,1.4643066916729044,0.2195121953036727,2.128348478456823
86,0.503067484845413,1.4366392591979606,0.21951220166392443,2.127932920688536
87,0.45398773024418604,1.4683437683830964,0.2195121953036727,2.127504331309621
88,0.5030674850282494,1.4219997338722088,0.2195121953036727,2.1266493855453117
89,0.5337423316540162,1.4541584421520584,0.2195121953036727,2.1254071607822325
90,0.5092024541705664,1.4530765278939088,0.2195121953036727,2.125189391578116
91,0.5153374236785561,1.4550582580039837,0.2195121953036727,2.124154416526236
92,0.4723926380368098,1.486189107953405,0.2195121953036727,2.125915643645496
93,0.48466257705278926,1.4796616394826971,0.1951219570345995,2.127139044971001
94,0.4662576687116564,1.467100232656748,0.19512195140123367,2.1273231448196785
95,0.4723926380368098,1.4374823153384624,0.2195121953036727,2.1273801035997346
96,0.4601226995693394,1.4590522358022584,0.19512195140123367,2.1270245168267228
97,0.5644171780969468,1.3870989983798536,0.1951219570345995,2.1271822452545166
98,0.5092024543534027,1.433670311617705,0.19512195140123367,2.1279331242165913
99,0.49693251552025963,1.4572077002262045,0.19512195140123367,2.127163520673426
100,0.46625766907732913,1.4785641804794591,0.1951219570345995,2.1282619557729583
