epoch,acc,loss,val_acc,val_loss
0,0.20967741959518002,2.010518208626778,0.34375,1.950659990310669
1,0.3467741964324828,1.7538162123772405,0.28125,1.8741488456726074
2,0.3387096783807201,1.7068540242410475,0.3124999962747097,1.944437861442566
3,0.4274193558000749,1.5874443515654533,0.28125,1.8306536674499512
4,0.4112903235420104,1.6264938539074314,0.34375,1.7533321380615234
5,0.45161290034171075,1.482921019677193,0.3437499962747097,1.9709104597568512
6,0.4354838728904724,1.4742802150787846,0.34375,1.9721654653549194
7,0.47580645257426846,1.4354987029106385,0.40625,1.9252943992614746
8,0.459677416470743,1.4581600889082877,0.375,1.680175542831421
9,0.37096773905138813,1.5402098548027776,0.375,1.705173373222351
10,0.49193548483233296,1.400846900478486,0.3125,1.9777069091796875
11,0.4596774193548387,1.4115646808378157,0.25,1.9304758310317993
12,0.4758064487288075,1.3888275200320828,0.34375,1.7344995737075806
13,0.5322580625933986,1.3298460937315417,0.3125,1.7583750486373901
14,0.4838709706260312,1.334701430413031,0.3125,2.0343146324157715
15,0.483870965819205,1.3168532117720573,0.1875,2.007559061050415
16,0.5403225806451613,1.247640844314329,0.25,1.9498238563537598
17,0.45967742127756916,1.3538541793823242,0.3437499962747097,1.9108655452728271
18,0.548387098696924,1.2645989425720707,0.4375000037252903,1.9128552228212357
19,0.5403225767997003,1.252101998175344,0.34375,1.9502675533294678
20,0.5887096793420853,1.2297114556835544,0.34375,1.9831520318984985
21,0.6129032258064516,1.1422851739391204,0.4375,2.0284993648529053
22,0.5403225777610656,1.1839833913310882,0.4062499925494194,2.033551201224327
23,0.6129032219609907,1.1757604076016335,0.40625,2.0369579792022705
24,0.6048387096774194,1.1420922663904005,0.34375,2.238069534301758
25,0.5967741954711175,1.1373244831638951,0.34375,2.3160171508789062
26,0.5967741993165785,1.166307883877908,0.40625,2.1895570755004883
27,0.5564516129032258,1.0769964495012838,0.4375,2.1709182262420654
28,0.6129032219609907,1.1194523572921753,0.4375,2.223210334777832
29,0.6129032200382601,1.1125447250181628,0.40625,2.1766254901885986
30,0.5161290293739688,1.1219415164762927,0.3437499962747097,2.661917358636856
31,0.5887096774193549,1.074171035520492,0.3437499962747097,3.4501426815986633
32,0.6129032200382601,1.0415995947776302,0.34375,3.052177906036377
33,0.6451612922453112,1.0804506194206975,0.3125,3.011617422103882
34,0.7258064554583642,0.946296913008536,0.3125,2.9557688236236572
35,0.6370967799617399,0.9733732285038117,0.34375,2.936084508895874
36,0.6129032238837211,1.016234286369816,0.34375,2.8725759983062744
37,0.7096774193548387,0.964972855583314,0.34375,2.8141160011291504
38,0.6129032258064516,1.0182885662201913,0.3437499962747097,2.7639161348342896
39,0.637096772270818,0.9289001957062752,0.34375,2.7027554512023926
40,0.6532258006834215,0.9855447353855256,0.34375,2.6318929195404053
41,0.7096774232002997,0.9380278971887404,0.3437499962747097,2.5844247937202454
42,0.7096774232002997,0.8768824761913668,0.34375,2.5583839416503906
43,0.6854838671222809,0.949844402651633,0.3437499962747097,2.523293197154999
44,0.6532258122198044,0.9593986003629623,0.34375,2.5655860900878906
45,0.6935483813285828,0.9535168217074487,0.34375,2.5587635040283203
46,0.6693548425551383,0.9331034864148786,0.34375,2.547729730606079
47,0.669354836786947,0.9409394244993886,0.34375,2.5360076427459717
48,0.717741935483871,0.9490325297078779,0.34375,2.5054471492767334
49,0.6774193490705183,0.9469602088774404,0.34375,2.4567747116088867
50,0.6854838728904724,0.9410530521023658,0.3125000111758709,2.437328666448593
51,0.6532258026061519,0.9015558592734798,0.3125,2.4292867183685303
52,0.7741935541552882,0.8417597316926525,0.28125,2.417621910572052
53,0.7419354877164287,0.8574969441659989,0.28125,2.393786907196045
54,0.6370967703480874,0.9520972313419465,0.28125,2.380723148584366
55,0.7419354800255068,0.875671382873289,0.3125,2.3738043308258057
56,0.7258064516129032,0.8658884802172261,0.3125,2.3648922443389893
57,0.717741939329332,0.8689584328282264,0.3125,2.3487155437469482
58,0.7016129032258065,0.9151267447779255,0.3125,2.335444450378418
59,0.7419354877164287,0.8840243431829637,0.3125,2.3224639892578125
60,0.7177419412520624,0.8947400085387691,0.3125000111758709,2.310235023498535
61,0.7258064573810946,0.8654137676761996,0.3125,2.300144910812378
62,0.6935483909422352,0.8984044386494544,0.3125,2.2906439304351807
63,0.7419354800255068,0.8611203047537035,0.34375,2.284010171890259
64,0.733870965819205,0.9137975285130162,0.3125,2.274811267852783
65,0.7258064477674423,0.8910986031255415,0.3125,2.268341541290283
66,0.7338709715873964,0.8187857077967736,0.3125,2.2634835243225098
67,0.6532258064516129,0.9080314059411326,0.3125,2.2598447799682617
68,0.7903225864133527,0.8181976387577672,0.3125000111758709,2.2555985748767853
69,0.7661290361035255,0.8495218484632431,0.3125000111758709,2.2521122694015503
70,0.6935483813285828,0.9250729026332978,0.3125,2.2494494915008545
71,0.7177419297156795,0.8506206620124078,0.3125,2.245471239089966
72,0.6854838748132029,0.9193251555965792,0.3125000111758709,2.2421561181545258
73,0.7258064516129032,0.8844005830826298,0.3125,2.236345052719116
74,0.7419354896391591,0.9190192376413653,0.3125,2.229745864868164
75,0.7016129051485369,0.8754044117466095,0.3125,2.2233734130859375
76,0.7499999980772695,0.8727409858857432,0.28125,2.2186619639396667
77,0.7258064458447118,0.8539121093288544,0.28125,2.215574026107788
78,0.7096774135866473,0.935323707519039,0.28125,2.2095902860164642
79,0.750000003845461,0.8680077579713636,0.28125,2.2041852474212646
80,0.733870961973744,0.8437283173684151,0.28125,2.2002811431884766
81,0.7096774232002997,0.884881479124869,0.28125,2.1945271492004395
82,0.75,0.8673016371265534,0.28125,2.190805673599243
83,0.798387102542385,0.8374534576169906,0.28125,2.1883418560028076
84,0.7903225806451613,0.8313021813669512,0.28125,2.1852309703826904
85,0.6854838728904724,0.8929109765637305,0.28125,2.1817328929901123
86,0.7096774174321082,0.8904626138748661,0.28125,2.179143190383911
87,0.733870961973744,0.8682447864163306,0.28125,2.176884412765503
88,0.7258064516129032,0.8937664358846603,0.28125,2.175525188446045
89,0.7419354800255068,0.8240355926175271,0.28125,2.1727820932865143
90,0.7419354857936982,0.8436004019552662,0.28125,2.1710855960845947
91,0.8064516109804953,0.8322216118535688,0.28125,2.168900966644287
